Name,Table Name,Extended From Class,CI Family,Created
.NET Application,cmdb_ci_appl_dot_net,Application,cmdb_ci_appl,11/08/2016 19:23
A10 Load Balancer,cmdb_ci_lb_a10,Load Balancer,cmdb_ci_lb,11/08/2016 19:22
A10 Load Balancer Partition,cmdb_ci_lb_a10_partition,Configuration Item,cmdb_ci_lb,06/03/2021 01:12
Accessory,cmdb_ci_acc,Configuration Item,cmdb_ci_acc,06/03/2015 17:57
ACE,cmdb_ci_lb_ace,Load Balancer,cmdb_ci_lb,11/08/2016 19:25
ACL Endpoint,cmdb_ci_endpoint_acl,Endpoint,cmdb_ci_endpoint,22/02/2018 19:22
Active Directory Domain Controller,cmdb_ci_ad_controller,Directory Server,cmdb_ci_ad,11/08/2016 19:25
Active Directory Domain to Domain Controllers Endpoint,cmdb_ci_endpoint_ad_domain,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Active Directory Forest Endpoint,cmdb_ci_endpoint_ad_forest,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Active Directory Service,cmdb_ci_appl_active_directory,Application,cmdb_ci_appl,11/08/2016 19:24
ActiveMatrix Business Works,cmdb_ci_appl_tibco_matrix,Application,cmdb_ci_appl,11/08/2016 19:24
ActiveMatrix Business Works Process,cmdb_ci_appl_tibco_matrix_proc,Application,cmdb_ci_appl,11/08/2016 19:24
AD Domain,cmdb_ci_ad_domain,Infrastructure Service,cmdb_ci_ad,11/08/2016 19:23
AD Forest,cmdb_ci_directory_ad_forest,Infrastructure Service,cmdb_ci_directory,11/08/2016 19:23
AD Service inc,cmdb_ci_endpoint_ad_service_in,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:25
Advanced Queue Endpoint,cmdb_ci_endpoint_aq,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Advanced Queue Queue,cmdb_ci_appl_ora_queue,Application,cmdb_ci_appl,11/08/2016 19:24
agility,cmdb_ci_endpoint_agility,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
agility process,cmdb_ci_agility_process,Application,cmdb_ci_agility,22/02/2018 19:23
Aircraft,cmdb_ci_aircraft,Transport Type,cmdb_ci_aircraft,06/03/2021 00:40
AIX Server,cmdb_ci_aix_server,UNIX Server,cmdb_ci_aix,06/03/2015 17:57
AJP Endpoint,cmdb_ci_endpoint_ajp,Endpoint,cmdb_ci_endpoint,11/08/2016 19:25
Alert Group,cmdb_ci_alert_group,Application Service,cmdb_ci_alert,29/08/2019 17:02
Alias,cmdb_ci_alias,Configuration Item,cmdb_ci_alias,11/08/2016 19:23
Alteon,cmdb_ci_lb_alteon,Load Balancer,cmdb_ci_lb,11/08/2016 19:24
Apache Web Server,cmdb_ci_apache_web_server,Web Server,cmdb_ci_apache,11/08/2016 19:24
Apic Host,cmdb_ci_apic_host,Virtual Machine Object,cmdb_ci_apic,22/02/2018 19:23
Apic Tenant,cmdb_ci_apic_tenant,Virtual Machine Object,cmdb_ci_apic,22/02/2018 19:23
APIGee EP to get targets host by source url,cmdb_ci_apigee_endpoint,Endpoint,cmdb_ci_apigee,05/03/2021 23:52
APIGee Service,cmdb_ci_appl_apigee_srv,Application,cmdb_ci_appl,05/03/2021 23:48
App Icon Inc,cmdb_ci_endpoint_app,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
Application,cmdb_ci_appl,Configuration Item,cmdb_ci_appl,06/03/2015 17:57
Application Cluster,cmdb_ci_application_cluster,Configuration Item,cmdb_ci_application,11/08/2016 19:23
Application Network Profile,cmdb_ci_app_network_profile,Virtual Machine Object,cmdb_ci_app,22/02/2018 19:23
Application Server,cmdb_ci_app_server,Application,cmdb_ci_app,06/03/2015 17:57
Application Server Resource,cmdb_ci_application_server_resource,Application,cmdb_ci_application,05/03/2021 23:28
Application Service,cmdb_ci_service_auto,Business Service,cmdb_ci_service,16/05/2019 18:14
Application Software,cmdb_ci_application_software,Software,cmdb_ci_application,06/03/2015 17:57
Application To Storage Endpoint,cmdb_ci_endpoint_app_storage,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
AQ Queue,cmdb_ci_endpoint_aq_queue,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
Automatic Transfer Switch,cmdb_ci_ats_power_eq,Power Equipment,cmdb_ci_ats,06/03/2015 17:57
Availability Set,cmdb_ci_availability_set,Virtual Machine Object,cmdb_ci_availability,22/02/2018 19:23
Availability Zone,cmdb_ci_availability_zone,Virtual Machine Object,cmdb_ci_availability,22/02/2018 19:24
AVI Controller,cmdb_ci_avi_controller,Virtual Machine Object,cmdb_ci_avi,06/03/2021 01:03
AVI Controller Cluster,cmdb_ci_avi_controller_cluster,Virtual Machine Object,cmdb_ci_avi,06/03/2021 00:28
AVI Service Engine,cmdb_ci_avi_service_engine,Virtual Machine Object,cmdb_ci_avi,06/03/2021 00:49
AWS Account,cmdb_ci_aws_account,Virtual Machine Object,cmdb_ci_aws,16/05/2019 18:12
AWS Cloud ECS Cluster,cmdb_ci_cloud_ecs_cluster,Virtual Machine Object,cmdb_ci_cloud,06/03/2021 00:09
AWS Cloud ECS Service,cmdb_ci_cloud_ecs_service,Virtual Machine Object,cmdb_ci_cloud,06/03/2021 00:00
AWS Cloud ECS Task,cmdb_ci_cloud_ecs_task,Virtual Machine Object,cmdb_ci_cloud,05/03/2021 23:37
AWS Cloud ECS TaskDefinition,cmdb_ci_cloud_ecs_task_definition,Virtual Machine Object,cmdb_ci_cloud,05/03/2021 23:33
AWS Datacenter,cmdb_ci_aws_datacenter,Logical Datacenter,cmdb_ci_aws,22/02/2018 19:23
AWS Resource Name Endpoint,cmdb_ci_endpoint_arn,Endpoint,cmdb_ci_endpoint,05/03/2021 23:51
AWS S3 Endpoint,cmdb_ci_aws_s3_endpoint,Endpoint,cmdb_ci_aws,05/03/2021 23:44
Azure Datacenter,cmdb_ci_azure_datacenter,Logical Datacenter,cmdb_ci_azure,22/02/2018 19:23
Azure Subscription,cmdb_ci_azure_subscription,Virtual Machine Object,cmdb_ci_azure,16/05/2019 18:12
Batch Job,cmdb_ci_batch_job,Configuration Item,cmdb_ci_batch,11/08/2016 19:23
BizTalk,cmdb_ci_appl_biztalk,Application,cmdb_ci_appl,11/08/2016 19:23
BizTalk Connection Endpoint,cmdb_ci_endpoint_biztalk,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
BizTalk Inclusion,cmdb_ci_endpoint_biztalk_orch,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:22
BizTalk Orchestration,cmdb_ci_appl_biztalk_orch,Application,cmdb_ci_appl,11/08/2016 19:24
Block Endpoint,cmdb_ci_endpoint_block,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
Boundary Connection Qualifier,cmdb_ci_qualifier_boundary_connection,Qualifier,cmdb_ci_qualifier,11/08/2016 19:24
Bridge Domain,cmdb_ci_bridge_domain,Virtual Machine Object,cmdb_ci_bridge,22/02/2018 19:24
Buildings,cmdb_ci_building_facility,Facility Hardware,cmdb_ci_building,06/03/2015 17:57
Bundled Resources,cmdb_ci_bundled_resources,Virtual Machine Object,cmdb_ci_bundled,22/02/2018 19:23
Business Application,cmdb_ci_business_app,Configuration Item,cmdb_ci_business,16/05/2019 18:12
Business Capability,cmdb_ci_business_capability,Configuration Item,cmdb_ci_business,16/05/2019 18:12
Business Objects CMS Server Endpoint,cmdb_ci_endpoint_obj_cms_srv,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
Business Process,cmdb_ci_business_process,Configuration Item,cmdb_ci_business,06/03/2015 17:57
Business Service,cmdb_ci_service,Configuration Item,cmdb_ci_service,06/03/2015 17:57
CA Enterprise Communicator,cmdb_ci_appl_ca,Application,cmdb_ci_appl,11/08/2016 19:23
CA eTrust Directory Server,cmdb_ci_appl_ca_dir_server,Infrastructure Service,cmdb_ci_appl,11/08/2016 19:23
CA Identity Manager Provisioning Server,cmdb_ci_appl_ca_id_man,Application,cmdb_ci_appl,11/08/2016 19:22
CA Introscope Enterprise Manager,cmdb_ci_appl_ca_ent_man,Application,cmdb_ci_appl,11/08/2016 19:25
Calculated Application Service,cmdb_ci_service_calculated,Mapped Application Service,cmdb_ci_service,26/11/2020 18:09
Cassandra Cluster,cmdb_ci_cassandra_cluster,Cluster,cmdb_ci_cassandra,06/03/2021 00:53
Cassandra Cluster Node,cmdb_ci_cassandra_cluster_node,Cluster Node,cmdb_ci_cassandra,06/03/2021 00:34
Cassandra Endpoint,cmdb_ci_endpoint_cassandra,Endpoint,cmdb_ci_endpoint,06/03/2021 00:32
Cassandra Instance,cmdb_ci_cassandra_instance,Database Instance,cmdb_ci_cassandra,06/03/2021 01:04
Cassandra Keyspace,cmdb_ci_cassandra_keyspace,Database Catalog,cmdb_ci_cassandra,06/03/2021 00:22
CIM Profiles,cmdb_ci_cim_profile,Configuration Item,cmdb_ci_cim,06/03/2015 17:57
CIM Server,cmdb_ci_cim_server,Server,cmdb_ci_cim,06/03/2015 17:57
Cisco Apic,cmdb_ci_cisco_apic,Logical Datacenter,cmdb_ci_cisco,22/02/2018 19:23
Cisco CallManager,cmdb_ci_appl_cisco_call_man,Application,cmdb_ci_appl,11/08/2016 19:22
Cisco CSM,cmdb_ci_lb_cisco_csm,Load Balancer,cmdb_ci_lb,11/08/2016 19:24
Cisco CSS,cmdb_ci_lb_cisco_css,Load Balancer,cmdb_ci_lb,11/08/2016 19:23
Cisco Fibre InterConnect,cmdb_ci_appl_cisco_fibre,Application,cmdb_ci_appl,11/08/2016 19:23
Cisco Firewall Device,cmdb_ci_firewall_device_cisco,Firewall Device,cmdb_ci_firewall,06/03/2021 00:37
Cisco GSS,cmdb_ci_lb_cisco_gss,Load Balancer,cmdb_ci_lb,22/02/2018 19:22
Cisco UCS Blade,cmdb_ci_ucs_blade,Computer,cmdb_ci_ucs,11/08/2016 19:23
Cisco UCS Chassis,cmdb_ci_ucs_chassis,Hardware,cmdb_ci_ucs,11/08/2016 19:24
Cisco UCS Equipment,cmdb_ci_ucs_equipment,Hardware,cmdb_ci_ucs,11/08/2016 19:23
Cisco UCS Rack Mount Unit,cmdb_ci_ucs_rack_unit,Computer,cmdb_ci_ucs,29/11/2018 18:12
Citrix Application Icon,cmdb_ci_appl_citrix_app,Application,cmdb_ci_appl,11/08/2016 19:25
Citrix Collector,cmdb_ci_appl_citrix_collector,Application,cmdb_ci_appl,11/08/2016 19:23
Citrix Delivery Controller Endpoint,cmdb_ci_endpoint_dliver_cnrl,Endpoint,cmdb_ci_endpoint,11/08/2016 19:22
Citrix License server,cmdb_ci_appl_license_server,Application,cmdb_ci_appl,16/05/2019 18:12
Citrix Netscaler,cmdb_ci_lb_netscaler,Load Balancer,cmdb_ci_lb,11/08/2016 19:24
Citrix StoreFront App Icon Inc,cmdb_ci_endpoint_xenapp_citrx,Inclusion Endpoint,cmdb_ci_endpoint,11/08/2016 19:25
Citrix XenAPP or Presentation Server,cmdb_ci_appl_citrix_xenapp,Application,cmdb_ci_appl,11/08/2016 19:23
Cloud App Server,cmdb_ci_cloud_appserver,Application Server,cmdb_ci_cloud,22/02/2018 19:23
Cloud Authentication,cmdb_ci_cloud_authentication,Application,cmdb_ci_cloud,06/03/2021 00:07
Cloud DataBase,cmdb_ci_cloud_database,Database Instance,cmdb_ci_cloud,22/02/2018 19:24
Cloud DB Instance Inclusion,cmdb_ci_endpoint_cloud_db_instance,Inclusion Endpoint,cmdb_ci_endpoint,16/05/2019 18:12
Cloud Directory,cmdb_ci_cloud_directory,Directory Server,cmdb_ci_cloud,22/02/2018 19:23
Cloud Disk Type,cmdb_ci_disk_type,Virtual Machine Object,cmdb_ci_disk,05/03/2021 23:32
Cloud Foundry Service,cmdb_ci_pcf_service,CloudFoundry Component,cmdb_ci_pcf,06/03/2021 00:10
Cloud Foundry Service Plan,cmdb_ci_pcf_service_plan,CloudFoundry Component,cmdb_ci_pcf,05/03/2021 23:58
Cloud Function,cmdb_ci_cloud_function,Application,cmdb_ci_cloud,06/03/2021 00:03
Cloud Gateway,cmdb_ci_cloud_gateway,Application,cmdb_ci_cloud,05/03/2021 23:58
Cloud Host,cmdb_ci_cloud_host,Virtualization Server,cmdb_ci_cloud,05/03/2021 23:20
Cloud IP Address,cmdb_ci_cloud_ip_address,Virtual Machine Object,cmdb_ci_cloud,22/02/2018 19:23
Cloud Key Pair,cmdb_ci_cloud_key_pair,Configuration Item,cmdb_ci_cloud,22/02/2018 19:23
Cloud LB IPAddress,cmdb_ci_cloud_lb_ipaddress,Virtual Machine Object,cmdb_ci_cloud,22/02/2018 19:23
Cloud Load Balancer,cmdb_ci_cloud_load_balancer,Virtual Machine Object,cmdb_ci_cloud,22/02/2018 19:23
Cloud Load Balancer Health Service,cmdb_ci_lb_health_service,Virtual Machine Object,cmdb_ci_lb,06/03/2021 00:11
Cloud Location Group,cmdb_ci_cloud_location_group,Virtual Machine Object,cmdb_ci_cloud,06/03/2021 00:08
Cloud Messaging Service,cmdb_ci_cloud_messaging_service,Application,cmdb_ci_cloud,22/02/2018 19:23
Cloud Mgmt Network Interface,cmdb_ci_nic,Network Adapter,cmdb_ci_nic,22/02/2018 19:22
Cloud Mgmt Subnet,cmdb_ci_subnet,Configuration Item,cmdb_ci_subnet,11/08/2016 19:25
Cloud Monitor Alarm,cmdb_ci_cloud_monitor_alarm,Virtual Machine Object,cmdb_ci_cloud,16/05/2019 18:12
Cloud Monitor Notification,cmdb_ci_cloud_monitor_notification,Virtual Machine Object,cmdb_ci_cloud,16/05/2019 18:12
Cloud Network,cmdb_ci_network,VMware vCenter Object,cmdb_ci_network,22/02/2018 19:23
Cloud Object Storage,cmdb_ci_cloud_object_storage,Application,cmdb_ci_cloud,05/03/2021 23:49
Cloud Organizations,cmdb_ci_cloud_org,Configuration Item,cmdb_ci_cloud,05/03/2021 23:33
Cloud Price Base,cmdb_ci_cmp_price_base,Virtual Machine Object,cmdb_ci_cmp,19/02/2021 10:26
Cloud Product Price Base,cmdb_ci_cmp_price_product_base,Virtual Machine Object,cmdb_ci_cmp,19/02/2021 10:26
Cloud Public IP Address,cmdb_ci_cloud_public_ipaddress,Virtual Machine Object,cmdb_ci_cloud,22/02/2018 19:23
Cloud Resource,cmdb_ci_cmp_resource,Virtual Machine Object,cmdb_ci_cmp,19/02/2021 10:25
Cloud Resource Base,cmdb_ci_cloud_resource_base,Configuration Item,cmdb_ci_cloud,22/02/2018 19:23
Cloud Service Account,cmdb_ci_cloud_service_account,Virtual Machine Object,cmdb_ci_cloud,29/08/2019 17:01
Cloud Storage Account,cmdb_ci_cloud_storage_account,Virtual Machine Object,cmdb_ci_cloud,22/02/2018 19:23
Cloud Subnet,cmdb_ci_cloud_subnet,Virtual Machine Object,cmdb_ci_cloud,22/02/2018 19:22
Cloud Topic,cmdb_ci_cloud_topic,Virtual Machine Object,cmdb_ci_cloud,16/05/2019 18:13
Cloud WebServer,cmdb_ci_cloud_webserver,Web Server,cmdb_ci_cloud,22/02/2018 19:23
CloudFoundry Application,cmdb_ci_pcf_appl,CloudFoundry Component,cmdb_ci_pcf,06/03/2021 00:01
CloudFoundry Cluster,cmdb_ci_pcf_foundation,CloudFoundry Component,cmdb_ci_pcf,05/03/2021 23:53
CloudFoundry Component,cmdb_ci_pcf_component,Configuration Item,cmdb_ci_pcf,05/03/2021 23:31
CloudFoundry Domain,cmdb_ci_pcf_domain,CloudFoundry Component,cmdb_ci_pcf,05/03/2021 23:47
CloudFoundry Organization,cmdb_ci_pcf_organization,CloudFoundry Component,cmdb_ci_pcf,05/03/2021 23:54
CloudFoundry Quota,cmdb_ci_pcf_quota,CloudFoundry Component,cmdb_ci_pcf,06/03/2021 00:12
CloudFoundry Route,cmdb_ci_pcf_route,CloudFoundry Component,cmdb_ci_pcf,06/03/2021 00:04
CloudFoundry Space,cmdb_ci_pcf_space,CloudFoundry Component,cmdb_ci_pcf,05/03/2021 23:31
CloudFoundry Space Service Instance,cmdb_ci_pcf_space_instance,CloudFoundry Component,cmdb_ci_pcf,06/03/2021 00:04
Cluster,cmdb_ci_cluster,Configuration Item,cmdb_ci_cluster,06/03/2015 17:57
Cluster Node,cmdb_ci_cluster_node,Configuration Item,cmdb_ci_cluster,06/03/2015 17:57
Cluster Node Resource,cmdb_ci_cluster_node_resource,,cmdb_ci_cluster,06/03/2015 17:57
Cluster Resource,cmdb_ci_cluster_resource,Configuration Item,cmdb_ci_cluster,06/03/2015 17:57
Cluster Resource Group,cmdb_ci_cluster_resource_group,Configuration Item,cmdb_ci_cluster,06/03/2021 00:02
Cluster Virtual IP,cmdb_ci_cluster_vip,Configuration Item,cmdb_ci_cluster,06/03/2015 17:57
Cluster VM Affinity Rule Info,cmdb_ci_cluster_vm_affinity_rule,VMWare vCenter Cluster DRS Rule,cmdb_ci_cluster,26/11/2020 18:08
Cluster VM Dependency Rule Info,cmdb_ci_cluster_vm_dependency_rule,VMWare vCenter Cluster DRS Rule,cmdb_ci_cluster,26/11/2020 18:08
Cluster VM Host Rule Info,cmdb_ci_cluster_vm_host_rule,VMWare vCenter Cluster DRS Rule,cmdb_ci_cluster,26/11/2020 18:08
Coldfusion App Inclusion,cmdb_ci_coldfusion_app_inclusion,Inclusion Endpoint,cmdb_ci_coldfusion,06/03/2021 00:00
Coldfusion Application,cmdb_ci_cf_application,Application Server Resource,cmdb_ci_cf,05/03/2021 23:35
Coldfusion Server,cmdb_ci_coldfusion_server,Application Server,cmdb_ci_coldfusion,06/03/2021 00:05
Communication Device,cmdb_ci_comm,Configuration Item,cmdb_ci_comm,06/03/2015 17:57
Communication Hardware,cmdb_ci_comm_hardware,Hardware,cmdb_ci_comm,06/03/2021 00:52
Composer,cmdb_ci_app_server_composer,Application Server,cmdb_ci_app,11/08/2016 19:22
Compute Security Endpoint,cmdb_ci_endpoint_comp_security,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
Compute Security Group,cmdb_ci_compute_security_group,Virtual Machine Object,cmdb_ci_compute,22/02/2018 19:23
Compute Security Group Template,cmdb_ci_security_grp_template,Virtual Machine Object,cmdb_ci_security,22/02/2018 19:24
Computer,cmdb_ci_computer,Hardware,cmdb_ci_computer,06/03/2015 17:57
Computer Peripheral,cmdb_ci_peripheral,Configuration Item,cmdb_ci_peripheral,06/03/2015 17:57
Computer Room (Deprecated),cmdb_ci_computer_room,Configuration Item,cmdb_ci_computer,06/03/2015 17:57
Computer Room AC,cmdb_ci_crac,Configuration Item,cmdb_ci_crac,06/03/2015 17:57
Configuration file,cmdb_ci_config_file,Configuration Item,cmdb_ci_config,11/08/2016 19:22
Configuration Item,cmdb_ci,Base Configuration Item,cmdb_ci,06/03/2015 17:57
Connect-It Service,cmdb_ci_appl_connectit,Application,cmdb_ci_appl,11/08/2016 19:24
Control-M,cmdb_ci_appl_controlm,Application,cmdb_ci_appl,11/08/2016 19:23
Converged Infrastructure,cmdb_ci_converged_infra,Hardware,cmdb_ci_converged,06/03/2021 00:17
CRM Component Endpoint,cmdb_ci_endpoint_crm,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
CSU/DSU,cmdb_ci_csu_dsu_network,Network Gear,cmdb_ci_csu,11/08/2016 19:22
CTG Endpoint,cmdb_ci_endpoint_ctg,Endpoint,cmdb_ci_endpoint,11/08/2016 19:22
Custom Application,cmdb_ci_custom_application,Configuration Item,cmdb_ci_custom,06/03/2021 00:34
Custom Application Configuration Item,cmdb_ci_m2m_custom_application_ci,,cmdb_ci_m2m,06/03/2021 00:22
Customer Gateway,cmdb_ci_customer_gateway,Virtual Machine Object,cmdb_ci_customer,22/02/2018 19:24
Customer Gateway Endpoint,cmdb_ci_endpoint_cust_gateway,Endpoint,cmdb_ci_endpoint,22/02/2018 19:23
Customization Spec,cmdb_ci_customization_spec,Virtual Machine Object,cmdb_ci_customization,22/02/2018 19:23
Data Center (Deprecated),cmdb_ci_datacenter,Configuration Item,cmdb_ci_datacenter,06/03/2015 17:57
Data Center Zone,cmdb_ci_zone,Configuration Item,cmdb_ci_zone,06/03/2015 17:57
Data Power,cmdb_ci_app_server_datapower,Application Server,cmdb_ci_app,11/08/2016 19:22
Data Power Domain,cmdb_ci_app_server_dp_domain,Application Server,cmdb_ci_app,11/08/2016 19:24
Data Power Hosting Server,cmdb_ci_datapower_server,Server,cmdb_ci_datapower,22/02/2018 19:23
Database,cmdb_ci_database,Configuration Item,cmdb_ci_database,06/03/2015 17:57
Database Catalog,cmdb_ci_db_catalog,Configuration Item,cmdb_ci_db,06/03/2015 17:57
Database Instance,cmdb_ci_db_instance,Application,cmdb_ci_db,06/03/2015 17:57
Datastore,cmdb_ci_datastore,VMware vCenter Object,cmdb_ci_datastore,22/02/2018 19:22
Datastore Disk,cmdb_ci_vcenter_datastore_disk,Configuration Item,cmdb_ci_vcenter,11/08/2016 19:23
DB Instance Size,cmdb_ci_db_instance_size,Database Instance,cmdb_ci_db,05/03/2021 23:45
DB2 Catalog,cmdb_ci_db_db2_catalog,Database Catalog,cmdb_ci_db,06/03/2015 17:57
DB2 Instance,cmdb_ci_db_db2_instance,Database Instance,cmdb_ci_db,06/03/2015 17:57
DB2 UDB Endpoint,cmdb_ci_endpoint_db2sql,Endpoint,cmdb_ci_endpoint,11/08/2016 19:22
DCTM Connection to broker Endpoint,cmdb_ci_endpoint_dctm_broker,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
DCTM Index Agent Connection Endpoint,cmdb_ci_endpoint_dctm_index,Endpoint,cmdb_ci_endpoint,11/08/2016 19:23
DCTM Job Processor Endpoint,cmdb_ci_endpoint_dctm_job,Endpoint,cmdb_ci_endpoint,11/08/2016 19:24
Delivery Controler,cmdb_ci_appl_delivery_controler,Application,cmdb_ci_appl,11/08/2016 19:22
Desktop (Deprecated),cmdb_ci_pc_hardware,Computer,cmdb_ci_pc,11/08/2016 19:24
Desktop Software,cmdb_ci_desktop_software,Software,cmdb_ci_desktop,06/03/2015 17:57
Direct Current Plant Battery Bank,cmdb_ci_dc_plant_battery_pwr,Power Equipment,cmdb_ci_dc,06/03/2015 17:57
Direct Current Plant Equipment,cmdb_ci_dc_plant_eq_power_eq,Power Equipment,cmdb_ci_dc,06/03/2015 17:57
Directory Server,cmdb_ci_directory_server,Infrastructure Service,cmdb_ci_directory,06/03/2015 17:57
Disk,cmdb_ci_disk,Storage,cmdb_ci_disk,06/03/2015 17:57
Disk Partition,cmdb_ci_disk_partition,Configuration Item,cmdb_ci_disk,06/03/2015 17:57
Display Device,cmdb_ci_display,IoT Device,cmdb_ci_display,06/03/2021 01:04
Display Hardware,cmdb_ci_display_hardware,Configuration Item,cmdb_ci_display,11/08/2016 19:24
Display Monitor Control,cmdb_ci_monitor_control,Multimedia Device,cmdb_ci_monitor,06/03/2021 00:25
DNS Alias,cmdb_ci_dns_alias,Alias,cmdb_ci_dns,11/08/2016 19:25
DNS Name,cmdb_ci_dns_name,Configuration Item,cmdb_ci_dns,06/03/2015 17:57
DocBase Connection Endpoint,cmdb_ci_endpoint_docbase,Endpoint,cmdb_ci_endpoint,11/08/2016 19:22
Docker Container,cmdb_ci_docker_container,Operating-system-level Virtualization Container,cmdb_ci_docker,22/02/2018 19:23
Docker Engine,cmdb_ci_docker_engine,Operating-system-level Virtualization Engine,cmdb_ci_docker,22/02/2018 19:23
Docker Image,cmdb_ci_docker_image,Operating-system-level Virtualization Image,cmdb_ci_docker,22/02/2018 19:23
Docker Image Tag,cmdb_ci_docker_image_tag,Operating-system-level Virtualization Image Tag,cmdb_ci_docker,22/02/2018 19:23
